Date_rep,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,India,0,0,0,0
2020-01-04,India,0,0,0,0
2020-01-05,India,0,0,0,0
2020-01-06,India,0,0,0,0
2020-01-07,India,0,0,0,0
2020-01-08,India,0,0,0,0
2020-01-09,India,0,0,0,0
2020-01-10,India,0,0,0,0
2020-01-11,India,0,0,0,0
2020-01-12,India,0,0,0,0
2020-01-13,India,0,0,0,0
2020-01-14,India,0,0,0,0
2020-01-15,India,0,0,0,0
2020-01-16,India,0,0,0,0
2020-01-17,India,0,0,0,0
2020-01-18,India,0,0,0,0
2020-01-19,India,0,0,0,0
2020-01-20,India,0,0,0,0
2020-01-21,India,0,0,0,0
2020-01-22,India,0,0,0,0
2020-01-23,India,0,0,0,0
2020-01-24,India,0,0,0,0
2020-01-25,India,0,0,0,0
2020-01-26,India,0,0,0,0
2020-01-27,India,0,0,0,0
2020-01-28,India,0,0,0,0
2020-01-29,India,0,0,0,0
2020-01-30,India,1,1,0,0
2020-01-31,India,4,5,0,0
2020-02-01,India,0,5,0,0
2020-02-02,India,-3,2,0,0
2020-02-03,India,1,3,0,0
2020-02-04,India,4,7,0,0
2020-02-05,India,0,7,0,0
2020-02-06,India,0,7,0,0
2020-02-07,India,0,7,0,0
2020-02-08,India,0,7,0,0
2020-02-09,India,0,7,0,0
2020-02-10,India,0,7,0,0
2020-02-11,India,0,7,0,0
2020-02-12,India,0,7,0,0
2020-02-13,India,0,7,0,0
2020-02-14,India,0,7,0,0
2020-02-15,India,0,7,0,0
2020-02-16,India,0,7,0,0
2020-02-17,India,0,7,0,0
2020-02-18,India,0,7,0,0
2020-02-19,India,0,7,0,0
2020-02-20,India,0,7,0,0
2020-02-21,India,0,7,0,0
2020-02-22,India,0,7,0,0
2020-02-23,India,0,7,0,0
2020-02-24,India,0,7,0,0
2020-02-25,India,0,7,0,0
2020-02-26,India,0,7,0,0
2020-02-27,India,0,7,0,0
2020-02-28,India,0,7,0,0
2020-02-29,India,0,7,0,0
2020-03-01,India,0,7,0,0
2020-03-02,India,-2,5,0,0
2020-03-03,India,4,9,0,0
2020-03-04,India,19,28,0,0
2020-03-05,India,1,29,0,0
2020-03-06,India,2,31,0,0
2020-03-07,India,3,34,0,0
2020-03-08,India,5,39,0,0
2020-03-09,India,5,44,0,0
2020-03-10,India,6,50,0,0
2020-03-11,India,10,60,0,0
2020-03-12,India,13,73,0,1
2020-03-13,India,8,81,1,2
2020-03-14,India,3,84,1,2
2020-03-15,India,23,107,0,2
2020-03-16,India,7,114,0,3
2020-03-17,India,23,137,1,3
2020-03-18,India,14,151,0,4
2020-03-19,India,22,173,1,4
2020-03-20,India,50,223,0,4
2020-03-21,India,60,283,0,7
2020-03-22,India,77,360,3,9
2020-03-23,India,74,434,2,9
2020-03-24,India,85,519,0,10
2020-03-25,India,87,606,1,13
2020-03-26,India,43,649,3,17
2020-03-27,India,75,724,4,19
2020-03-28,India,185,909,2,25
2020-03-29,India,70,979,6,29
2020-03-30,India,92,1071,4,32
2020-03-31,India,180,1251,3,38
2020-04-01,India,386,1637,6,50
2020-04-02,India,328,1965,12,56
2020-04-03,India,336,2301,6,68
2020-04-04,India,601,2902,12,77
2020-04-05,India,472,3374,9,109
2020-04-06,India,693,4067,32,114
2020-04-07,India,354,4421,5,149
2020-04-08,India,853,5274,35,169
2020-04-09,India,591,5865,20,199
2020-04-10,India,547,6412,30,239
2020-04-11,India,1035,7447,40,273
2020-04-12,India,909,8356,34,308
2020-04-13,India,796,9152,35,339
2020-04-14,India,1211,10363,31,377
2020-04-15,India,1076,11439,38,414
2020-04-16,India,941,12380,37,437
2020-04-17,India,1007,13387,23,480
2020-04-18,India,991,14378,43,507
2020-04-19,India,1334,15712,27,543
2020-04-20,India,1553,17265,36,590
2020-04-21,India,1336,18601,47,640
2020-04-22,India,1383,19984,50,681
2020-04-23,India,1409,21393,41,718
2020-04-24,India,1684,23077,37,775
2020-04-25,India,1429,24506,57,824
2020-04-26,India,1990,26496,49,872
2020-04-27,India,1396,27892,48,934
2020-04-28,India,1543,29435,62,1007
2020-04-29,India,1897,31332,73,1074
2020-04-30,India,1718,33050,67,1147
2020-05-01,India,1993,35043,73,1218
2020-05-02,India,2293,37336,71,1301
2020-05-03,India,2644,39980,83,1373
2020-05-04,India,2553,42533,72,1568
2020-05-05,India,3900,46433,195,1694
2020-05-06,India,2958,49391,126,1783
2020-05-07,India,3561,52952,89,1886
2020-05-08,India,3390,56342,103,1981
2020-05-09,India,3320,59662,95,2109
2020-05-10,India,3277,62939,128,2206
2020-05-11,India,4213,67152,97,2293
2020-05-12,India,3604,70756,87,2415
2020-05-13,India,3525,74281,122,2549
2020-05-14,India,3722,78003,134,2649
2020-05-15,India,3967,81970,100,2752
2020-05-16,India,3970,85940,103,2872
2020-05-17,India,4987,90927,120,3029
2020-05-18,India,5242,96169,157,3163
2020-05-19,India,4970,101139,134,3303
2020-05-20,India,5611,106750,140,3435
2020-05-21,India,5609,112359,132,3583
2020-05-22,India,6088,118447,148,3720
2020-05-23,India,6654,125101,137,3867
2020-05-24,India,6767,131868,147,4021
2020-05-25,India,6977,138845,154,4167
2020-05-26,India,6535,145380,146,4337
2020-05-27,India,6387,151767,170,4531
2020-05-28,India,6566,158333,194,4706
2020-05-29,India,7466,165799,175,4971
2020-05-30,India,7964,173763,265,5164
2020-05-31,India,8380,182143,193,5394
2020-06-01,India,8392,190535,230,5598
2020-06-02,India,8171,198706,204,5815
2020-06-03,India,8909,207615,217,6075
2020-06-04,India,9304,216919,260,6348
2020-06-05,India,9851,226770,273,6642
2020-06-06,India,9887,236657,294,6929
2020-06-07,India,9971,246628,287,7200
2020-06-08,India,9983,256611,271,7471
2020-06-09,India,9987,266598,271,7745
2020-06-10,India,9985,276583,274,8102
2020-06-11,India,9996,286579,357,8498
2020-06-12,India,10956,297535,396,8884
2020-06-13,India,11458,308993,386,9195
2020-06-14,India,11929,320922,311,9520
2020-06-15,India,11502,332424,325,9900
2020-06-16,India,10667,343091,380,11903
2020-06-17,India,10974,354065,2003,12237
2020-06-18,India,12881,366946,334,12573
2020-06-19,India,13586,380532,336,12948
2020-06-20,India,14516,395048,375,13254
2020-06-21,India,15413,410461,306,13699
2020-06-22,India,14821,425282,445,14011
2020-06-23,India,14933,440215,312,14476
2020-06-24,India,15968,456183,465,14894
2020-06-25,India,16922,473105,418,15301
2020-06-26,India,17296,490401,407,15685
2020-06-27,India,18552,508953,384,16095
2020-06-28,India,19906,528859,410,16475
2020-06-29,India,19459,548318,380,16893
2020-06-30,India,18522,566840,418,17400
2020-07-01,India,18653,585493,507,17834
2020-07-02,India,19148,604641,434,18213
2020-07-03,India,20903,625544,379,18655
2020-07-04,India,22771,648315,442,19268
2020-07-05,India,24850,673165,613,19693
2020-07-06,India,24248,697413,425,20160
2020-07-07,India,22252,719665,467,20642
2020-07-08,India,22752,742417,482,21129
2020-07-09,India,24879,767296,487,21604
2020-07-10,India,26506,793802,475,22123
2020-07-11,India,27114,820916,519,22674
2020-07-12,India,28637,849553,551,23174
2020-07-13,India,28701,878254,500,23727
2020-07-14,India,28498,906752,553,24309
2020-07-15,India,29429,936181,582,24915
2020-07-16,India,32695,968876,606,25602
2020-07-17,India,34956,1003832,687,26273
2020-07-18,India,34884,1038716,671,26816
2020-07-19,India,38902,1077618,543,27497
2020-07-20,India,40425,1118043,681,28084
2020-07-21,India,37148,1155191,587,28732
2020-07-22,India,37724,1192915,648,29861
2020-07-23,India,45720,1238635,1129,30601
2020-07-24,India,49310,1287945,740,31358
2020-07-25,India,48916,1336861,757,32063
2020-07-26,India,48661,1385522,705,32771
2020-07-27,India,49931,1435453,708,33425
2020-07-28,India,47703,1483156,654,34193
2020-07-29,India,48513,1531669,768,34968
2020-07-30,India,52123,1583792,775,35747
2020-07-31,India,55078,1638870,779,36511
2020-08-01,India,57118,1695988,764,37364
2020-08-02,India,54735,1750723,853,38135
2020-08-03,India,52972,1803695,771,38938
2020-08-04,India,52050,1855745,803,39795
2020-08-05,India,52509,1908254,857,40699
2020-08-06,India,56282,1964536,904,41585
2020-08-07,India,62538,2027074,886,42518
2020-08-08,India,61537,2088611,933,43379
2020-08-09,India,64399,2153010,861,44386
2020-08-10,India,62064,2215074,1007,45257
2020-08-11,India,53601,2268675,871,46091
2020-08-12,India,60963,2329638,834,47033
2020-08-13,India,66999,2396637,942,48040
2020-08-14,India,64553,2461190,1007,49036
2020-08-15,India,65002,2526192,996,49980
2020-08-16,India,63490,2589682,944,50921
2020-08-17,India,57981,2647663,941,51797
2020-08-18,India,55079,2702742,876,52889
2020-08-19,India,64531,2767273,1092,53866
2020-08-20,India,69652,2836925,977,54849
2020-08-21,India,68898,2905823,983,55794
2020-08-22,India,69878,2975701,945,56706
2020-08-23,India,69239,3044940,912,57542
2020-08-24,India,61408,3106348,836,58390
2020-08-25,India,60975,3167323,848,59449
2020-08-26,India,67151,3234474,1059,60472
2020-08-27,India,75760,3310234,1023,61529
2020-08-28,India,77266,3387500,1057,62550
2020-08-29,India,76472,3463972,1021,63498
2020-08-30,India,78761,3542733,948,64469
2020-08-31,India,78512,3621245,971,65288
2020-09-01,India,69921,3691166,819,66333
2020-09-02,India,78357,3769523,1045,67376
2020-09-03,India,83883,3853406,1043,68472
2020-09-04,India,83341,3936747,1096,69561
2020-09-05,India,86432,4023179,1089,70626
2020-09-06,India,90632,4113811,1065,71642
2020-09-07,India,90802,4204613,1016,72775
2020-09-08,India,75809,4280422,1133,73890
2020-09-09,India,89706,4370128,1115,75062
2020-09-10,India,95735,4465863,1172,76271
2020-09-11,India,96551,4562414,1209,77472
2020-09-12,India,97570,4659984,1201,78586
2020-09-13,India,94372,4754356,1114,79722
2020-09-14,India,92071,4846427,1136,80776
2020-09-15,India,83809,4930236,1054,82066
2020-09-16,India,90123,5020359,1290,83198
2020-09-17,India,97894,5118253,1132,84372
2020-09-18,India,96424,5214677,1174,85619
2020-09-19,India,93337,5308014,1247,86752
2020-09-20,India,92605,5400619,1133,87882
2020-09-21,India,86961,5487580,1130,88935
2020-09-22,India,75083,5562663,1053,90020
2020-09-23,India,83347,5646010,1085,91149
2020-09-24,India,86508,5732518,1129,92290
2020-09-25,India,86052,5818570,1141,93379
2020-09-26,India,85362,5903932,1089,94503
2020-09-27,India,88600,5992532,1124,95542
2020-09-28,India,82170,6074702,1039,96318
2020-09-29,India,70589,6145291,776,97497
2020-09-30,India,80472,6225763,1179,98678
2020-10-01,India,86821,6312584,1181,99773
2020-10-02,India,81484,6394068,1095,100842
2020-10-03,India,79476,6473544,1069,101782
2020-10-04,India,75829,6549373,940,102685
2020-10-05,India,74442,6623815,903,103569
2020-10-06,India,61267,6685082,884,104555
2020-10-07,India,72049,6757131,986,105526
2020-10-08,India,78524,6835655,971,106490
2020-10-09,India,70496,6906151,964,107416
2020-10-10,India,73272,6979423,926,108334
2020-10-11,India,74383,7053806,918,109150
2020-10-12,India,66732,7120538,816,109856
2020-10-13,India,55342,7175880,706,110586
2020-10-14,India,63509,7239389,730,111266
2020-10-15,India,67708,7307097,680,112161
2020-10-16,India,63371,7370468,895,112998
2020-10-17,India,62212,7432680,837,114031
2020-10-18,India,61871,7494551,1033,114610
2020-10-19,India,55722,7550273,579,115197
2020-10-20,India,46790,7597063,587,115914
2020-10-21,India,54044,7651107,717,116616
2020-10-22,India,55839,7706946,702,117306
2020-10-23,India,54366,7761312,690,117956
2020-10-24,India,53370,7814682,650,118534
2020-10-25,India,50129,7864811,578,119014
2020-10-26,India,45148,7909959,480,119502
2020-10-27,India,36470,7946429,488,120010
2020-10-28,India,43893,7990322,508,120527
2020-10-29,India,49881,8040203,517,121090
2020-10-30,India,48648,8088851,563,121641
2020-10-31,India,48268,8137119,551,122111
2020-11-01,India,46963,8184082,470,122607
2020-11-02,India,45231,8229313,496,123097
2020-11-03,India,38310,8267623,490,123611
2020-11-04,India,46253,8313876,514,124315
2020-11-05,India,50210,8364086,704,124985
2020-11-06,India,47638,8411724,670,125562
2020-11-07,India,50356,8462080,577,126121
2020-11-08,India,45674,8507754,559,126611
2020-11-09,India,45903,8553657,490,127059
2020-11-10,India,38073,8591730,448,127571
2020-11-11,India,44281,8636011,512,128121
2020-11-12,India,47905,8683916,550,128668
2020-11-13,India,44879,8728795,547,129188
2020-11-14,India,44684,8773479,520,129635
2020-11-15,India,41100,8814579,447,130070
2020-11-16,India,30548,8845127,435,130519
2020-11-17,India,29163,8874290,449,130993
2020-11-18,India,38617,8912907,474,131578
2020-11-19,India,45576,8958483,585,132162
2020-11-20,India,45882,9004365,584,132726
2020-11-21,India,46232,9050597,564,133227
2020-11-22,India,45209,9095806,501,133738
2020-11-23,India,44059,9139865,511,134218
2020-11-24,India,37975,9177840,480,134699
2020-11-25,India,44376,9222216,481,135223
2020-11-26,India,44489,9266705,524,135715
2020-11-27,India,43082,9309787,492,136200
2020-11-28,India,41322,9351109,485,136696
2020-11-29,India,41810,9392919,496,137139
2020-11-30,India,38772,9431691,443,137621
2020-12-01,India,31118,9462809,482,138122
2020-12-02,India,36604,9499413,501,138648
2020-12-03,India,35551,9534964,526,139188
2020-12-04,India,36595,9571559,540,139700
2020-12-05,India,36652,9608211,512,140182
2020-12-06,India,36011,9644222,482,140573
2020-12-07,India,32981,9677203,391,140958
2020-12-08,India,26567,9703770,385,141360
2020-12-09,India,32080,9735850,402,141772
2020-12-10,India,31521,9767371,412,142186
2020-12-11,India,29398,9796769,414,142628
2020-12-12,India,30006,9826775,442,143019
2020-12-13,India,30254,9857029,391,143355
2020-12-14,India,27071,9884100,336,143709
2020-12-15,India,22065,9906165,354,144096
2020-12-16,India,26382,9932547,387,144451
2020-12-17,India,24010,9956557,355,144789
2020-12-18,India,22890,9979447,338,145136
2020-12-19,India,25152,10004599,347,145477
2020-12-20,India,26624,10031223,341,145810
2020-12-21,India,24337,10055560,333,146111
2020-12-22,India,19556,10075116,301,146444
2020-12-23,India,23950,10099066,333,146756
2020-12-24,India,24712,10123778,312,147092
2020-12-25,India,23067,10146845,336,147343
2020-12-26,India,22273,10169118,251,147622
2020-12-27,India,18732,10187850,279,147901
2020-12-28,India,20021,10207871,279,148153
2020-12-29,India,16432,10224303,252,148439
2020-12-30,India,20549,10244852,286,148738
2020-12-31,India,21822,10266674,299,148994
2021-01-01,India,20035,10286709,256,149218
2021-01-02,India,19079,10305788,224,149435
2021-01-03,India,18177,10323965,217,149649
2021-01-04,India,16504,10340469,214,149850
2021-01-05,India,16375,10356844,201,150114
2021-01-06,India,18088,10374932,264,150336
2021-01-07,India,20346,10395278,222,150570
2021-01-08,India,18139,10413417,234,150798
2021-01-09,India,18222,10431639,228,150999
2021-01-10,India,18645,10450284,201,151160
2021-01-11,India,16311,10466595,161,151327
2021-01-12,India,12584,10479179,167,151529
2021-01-13,India,15968,10495147,202,151727
2021-01-14,India,16946,10512093,198,151918
2021-01-15,India,15590,10527683,191,152093
2021-01-16,India,15158,10542841,175,152274
2021-01-17,India,15144,10557985,181,152419
2021-01-18,India,13788,10571773,145,152556
2021-01-19,India,10064,10581837,137,152718
2021-01-20,India,13823,10595660,162,152869
2021-01-21,India,15223,10610883,151,153032
2021-01-22,India,14545,10625428,163,153184
2021-01-23,India,14256,10639684,152,153339
2021-01-24,India,14849,10654533,155,153470
2021-01-25,India,13203,10667736,131,153587
2021-01-26,India,9102,10676838,117,153724
2021-01-27,India,12689,10689527,137,153847
2021-01-28,India,11666,10701193,123,154010
2021-01-29,India,18855,10720048,163,154147
2021-01-30,India,13083,10733131,137,154274
2021-01-31,India,13052,10746183,127,154392
2021-02-01,India,11427,10757610,118,154486
2021-02-02,India,8635,10766245,94,154596
2021-02-03,India,11039,10777284,110,154703
2021-02-04,India,12899,10790183,107,154823
2021-02-05,India,12408,10802591,120,154918
2021-02-06,India,11713,10814304,95,154996
2021-02-07,India,12059,10826363,78,155080
2021-02-08,India,11831,10838194,84,155158
2021-02-09,India,9110,10847304,78,155252
2021-02-10,India,11067,10858371,94,155360
2021-02-11,India,12923,10871294,108,155447
2021-02-12,India,9309,10880603,87,155550
2021-02-13,India,12143,10892746,103,155642
2021-02-14,India,12194,10904940,92,155732
2021-02-15,India,11649,10916589,90,155813
2021-02-16,India,9121,10925710,81,155913
2021-02-17,India,11610,10937320,100,156014
2021-02-18,India,12881,10950201,101,156111
2021-02-19,India,13193,10963394,97,156212
2021-02-20,India,13993,10977387,101,156302
2021-02-21,India,14264,10991651,90,156385
2021-02-22,India,14199,11005850,83,156463
2021-02-23,India,10584,11016434,78,156567
2021-02-24,India,13742,11030176,104,156705
2021-02-25,India,16738,11046914,138,156825
2021-02-26,India,16577,11063491,120,156938
2021-02-27,India,16488,11079979,113,157051
2021-02-28,India,16752,11096731,113,157157
2021-03-01,India,15510,11112241,106,157248
2021-03-02,India,12286,11124527,91,157346
2021-03-03,India,14989,11139516,98,157435
2021-03-04,India,17407,11156923,89,157548
2021-03-05,India,16838,11173761,113,157656
2021-03-06,India,18327,11192088,108,157756
2021-03-07,India,18711,11210799,100,157853
2021-03-08,India,18599,11229398,97,157930
2021-03-09,India,15388,11244786,77,158063
2021-03-10,India,17921,11262707,133,158189
2021-03-11,India,22854,11285561,126,158306
2021-03-12,India,23285,11308846,117,158446
2021-03-13,India,24882,11333728,140,158607
2021-03-14,India,25320,11359048,161,158725
2021-03-15,India,26291,11385339,118,158856
2021-03-16,India,24492,11409831,131,159044
2021-03-17,India,28903,11438734,188,159216
2021-03-18,India,35871,11474605,172,159370
2021-03-19,India,39726,11514331,154,159558
2021-03-20,India,40953,11555284,188,159755
2021-03-21,India,43846,11599130,197,159967
2021-03-22,India,46951,11646081,212,160166
2021-03-23,India,40715,11686796,199,160441
2021-03-24,India,47262,11734058,275,160692
2021-03-25,India,53476,11787534,251,160949
2021-03-26,India,59118,11846652,257,161240
2021-03-27,India,62258,11908910,291,161552
2021-03-28,India,62714,11971624,312,161843
2021-03-29,India,68020,12039644,291,162114
2021-03-30,India,56211,12095855,271,162468
2021-03-31,India,53480,12149335,354,162927
2021-04-01,India,72330,12221665,459,163396
2021-04-02,India,81466,12303131,469,164110
2021-04-03,India,89129,12392260,714,164623
2021-04-04,India,93249,12485509,513,165101
2021-04-05,India,103558,12589067,478,165547
2021-04-06,India,96982,12686049,446,166177
2021-04-07,India,115736,12801785,630,166862
2021-04-08,India,126789,12928574,685,167642
2021-04-09,India,131968,13060542,780,168436
2021-04-10,India,145384,13205926,794,169275
2021-04-11,India,152879,13358805,839,170179
2021-04-12,India,168912,13527717,904,171058
2021-04-13,India,161736,13689453,879,172085
2021-04-14,India,184372,13873825,1027,173123
2021-04-15,India,200739,14074564,1038,174308
2021-04-16,India,217353,14291917,1185,175649
2021-04-17,India,234692,14526609,1341,177150
2021-04-18,India,261500,14788109,1501,178769
2021-04-19,India,273810,15061919,1619,180530
2021-04-20,India,259170,15321089,1761,182553
2021-04-21,India,295041,15616130,2023,184657
2021-04-22,India,314835,15930965,2104,186920
2021-04-23,India,332730,16263695,2263,189544
2021-04-24,India,346786,16610481,2624,192311
2021-04-25,India,349691,16960172,2767,195123
2021-04-26,India,352991,17313163,2812,197894
2021-04-27,India,323144,17636307,2771,201187
2021-04-28,India,360960,17997267,3293,204832
2021-04-29,India,379257,18376524,3645,208330
2021-04-30,India,386452,18762976,3498,211853
2021-05-01,India,401993,19164969,3523,215542
2021-05-02,India,392488,19557457,3689,218959
2021-05-03,India,368147,19925604,3417,222408
2021-05-04,India,357229,20282833,3449,226188
2021-05-05,India,382315,20665148,3780,230168
2021-05-06,India,412262,21077410,3980,234083
2021-05-07,India,414188,21491598,3915,238270
2021-05-08,India,401078,21892676,4187,242362
2021-05-09,India,403738,22296414,4092,246116
2021-05-10,India,366161,22662575,3754,249992
2021-05-11,India,329942,22992517,3876,254197
2021-05-12,India,348421,23340938,4205,258317
2021-05-13,India,362727,23703665,4120,262317
2021-05-14,India,343144,24046809,4000,266207
2021-05-15,India,326098,24372907,3890,270284
2021-05-16,India,311170,24684077,4077,274390
2021-05-17,India,281386,24965463,4106,278719
2021-05-18,India,263533,25228996,4329,283248
2021-05-19,India,267334,25496330,4529,287122
2021-05-20,India,276110,25772440,3874,291331
2021-05-21,India,259551,26031991,4209,295525
2021-05-22,India,257299,26289290,4194,299266
2021-05-23,India,240842,26530132,3741,303720
2021-05-24,India,222315,26752447,4454,307231
2021-05-25,India,196427,26948874,3511,311388
2021-05-26,India,208921,27157795,4157,315235
2021-05-27,India,211298,27369093,3847,318895
2021-05-28,India,186364,27555457,3660,322512
2021-05-29,India,173790,27729247,3617,325972
2021-05-30,India,165553,27894800,3460,329100
2021-05-31,India,152734,28047534,3128,331895
2021-06-01,India,127510,28175044,2795,335102
2021-06-02,India,132788,28307832,3207,337989
2021-06-03,India,134154,28441986,2887,340702
2021-06-04,India,132364,28574350,2713,344082
2021-06-05,India,120529,28694879,3380,346759
2021-06-06,India,114460,28809339,2677,349186
2021-06-07,India,100636,28909975,2427,351309
2021-06-08,India,86498,28996473,2123,353528
2021-06-09,India,92596,29089069,2219,359676
2021-06-10,India,94052,29183121,6148,363079
2021-06-11,India,91702,29274823,3403,367081
2021-06-12,India,84332,29359155,4002,370384
2021-06-13,India,80834,29439989,3303,374305
2021-06-14,India,70421,29510410,3921,377031
2021-06-15,India,60471,29570881,2726,379573
2021-06-16,India,62224,29633105,2542,381903
2021-06-17,India,67208,29700313,2330,383490
2021-06-18,India,62480,29762793,1587,385137
2021-06-19,India,60753,29823546,1647,386713
2021-06-20,India,58419,29881965,1576,388135
2021-06-21,India,53256,29935221,1422,389302
2021-06-22,India,42640,29977861,1167,390660
2021-06-23,India,50848,30028709,1358,391981
2021-06-24,India,54069,30082778,1321,393310
2021-06-25,India,51667,30134445,1329,394493
2021-06-26,India,48698,30183143,1183,395751
2021-06-27,India,50040,30233183,1258,396730
2021-06-28,India,46148,30279331,979,397637
2021-06-29,India,37566,30316897,907,398454
2021-06-30,India,45951,30362848,817,399459
2021-07-01,India,48786,30411634,1005,400312
2021-07-02,India,46617,30458251,853,401050
2021-07-03,India,44111,30502362,738,402005
2021-07-04,India,43071,30545433,955,402728
2021-07-05,India,39796,30585229,723,403281
2021-07-06,India,34703,30619932,553,404211
2021-07-07,India,43733,30663665,930,405028
2021-07-08,India,45892,30709557,817,405939
2021-07-09,India,43393,30752950,911,407145
2021-07-10,India,42766,30795716,1206,408040
2021-07-11,India,41506,30837222,895,408764
2021-07-12,India,37154,30874376,724,410784
2021-07-13,India,32906,30907282,2020,411408
2021-07-14,India,38792,30946074,624,411989
2021-07-15,India,41806,30987880,581,412531
2021-07-16,India,38949,31026829,542,413091
2021-07-17,India,38079,31064908,560,413609
2021-07-18,India,41157,31106065,518,414108
2021-07-19,India,38164,31144229,499,414482
2021-07-20,India,30093,31174322,374,418480
2021-07-21,India,42015,31216337,3998,418987
2021-07-22,India,41383,31257720,507,419470
2021-07-23,India,35342,31293062,483,420016
2021-07-24,India,39097,31332159,546,420551
2021-07-25,India,39742,31371901,535,420967
2021-07-26,India,39361,31411262,416,421382
2021-07-27,India,29689,31440951,415,422022
2021-07-28,India,43654,31484605,640,422662
2021-07-29,India,43509,31528114,640,423217
2021-07-30,India,44230,31572344,555,423810
2021-07-31,India,41649,31613993,593,424351
2021-08-01,India,41831,31655824,541,424773
2021-08-02,India,40134,31695958,422,425195
2021-08-03,India,30549,31726507,422,425757
2021-08-04,India,42625,31769132,562,426290
2021-08-05,India,42982,31812114,533,426754
2021-08-06,India,44643,31856757,464,427371
2021-08-07,India,38628,31895385,617,427862
2021-08-08,India,39070,31934455,491,428309
2021-08-09,India,35499,31969954,447,428682
2021-08-10,India,28204,31998158,373,429179
2021-08-11,India,38353,32036511,497,429669
2021-08-12,India,41195,32077706,490,430254
2021-08-13,India,40120,32117826,585,430732
2021-08-14,India,38667,32156493,478,431225
2021-08-15,India,36083,32192576,493,431642
2021-08-16,India,32937,32225513,417,432079
2021-08-17,India,25166,32250679,437,432519
2021-08-18,India,35178,32285857,440,433049
2021-08-19,India,36401,32322258,530,433589
2021-08-20,India,36571,32358829,540,433964
2021-08-21,India,34457,32393286,375,434367
2021-08-22,India,30948,32424234,403,434756
2021-08-23,India,25072,32449306,389,435110
2021-08-24,India,25467,32474773,354,435758
2021-08-25,India,37593,32512366,648,436365
2021-08-26,India,46164,32558530,607,436861
2021-08-27,India,44658,32603188,496,437370
2021-08-28,India,46759,32649947,509,437830
2021-08-29,India,45083,32695030,460,438210
2021-08-30,India,42909,32737939,380,438560
2021-08-31,India,30941,32768880,350,439020
2021-09-01,India,41965,32810845,460,439529
2021-09-02,India,47092,32857937,509,439895
2021-09-03,India,45352,32903289,366,440225
2021-09-04,India,42618,32945907,330,440533
2021-09-05,India,42766,32988673,308,440752
2021-09-06,India,38948,33027621,219,441042
2021-09-07,India,31222,33058843,290,441411
2021-09-08,India,37875,33096718,369,441749
2021-09-09,India,43263,33139981,338,442009
2021-09-10,India,34973,33174954,260,442317
2021-09-11,India,33376,33208330,308,442655
2021-09-12,India,28591,33236921,338,442874
2021-09-13,India,27254,33264175,219,443213
2021-09-14,India,25404,33289579,339,443497
2021-09-15,India,27176,33316755,284,443928
2021-09-16,India,30570,33347325,431,444248
2021-09-17,India,34403,33381728,320,444529
2021-09-18,India,35662,33417390,281,444838
2021-09-19,India,30773,33448163,309,445133
2021-09-20,India,30256,33478419,295,445385
2021-09-21,India,26115,33504534,252,445768
2021-09-22,India,26964,33531498,383,446050
2021-09-23,India,31923,33563421,282,446368
2021-09-24,India,31382,33594803,318,446658
2021-09-25,India,29616,33624419,290,446918
2021-09-26,India,28326,33652745,260,447194
2021-09-27,India,26041,33678786,276,447373
2021-09-28,India,18795,33697581,179,447751
2021-09-29,India,18870,33716451,378,448062
2021-09-30,India,23529,33739980,311,448339
2021-10-01,India,26727,33766707,277,448573
2021-10-02,India,24354,33791061,234,448817
2021-10-03,India,22842,33813903,244,448997
2021-10-04,India,20799,33834702,180,449260
2021-10-05,India,18346,33853048,263,449538
2021-10-06,India,18833,33871881,278,449856
2021-10-07,India,22431,33894312,318,450127
2021-10-08,India,21257,33915569,271,450375
2021-10-09,India,19740,33935309,248,450589
2021-10-10,India,18166,33953475,214,450782
2021-10-11,India,18132,33971607,193,450963
2021-10-12,India,14313,33985920,181,451189
2021-10-13,India,15823,34001743,226,451435
2021-10-14,India,18987,34020730,246,451814
2021-10-15,India,16862,34037592,379,451980
2021-10-16,India,15981,34053573,166,452124
2021-10-17,India,14146,34067719,144,452290
2021-10-18,India,13596,34081315,166,452454
2021-10-19,India,13058,34094373,164,452651
2021-10-20,India,14623,34108996,197,452811
2021-10-21,India,18454,34127450,160,453042
2021-10-22,India,15786,34143236,231,453708
2021-10-23,India,16326,34159562,666,454269
2021-10-24,India,15906,34175468,561,454712
2021-10-25,India,14306,34189774,443,455068
2021-10-26,India,12428,34202202,356,455653
2021-10-27,India,13451,34215653,585,456386
2021-10-28,India,16156,34231809,733,457191
2021-10-29,India,14348,34246157,805,457740
2021-10-30,India,14313,34260470,549,458186
2021-10-31,India,12830,34273300,446,458437
2021-11-01,India,12514,34285814,251,458880
2021-11-02,India,10423,34296237,443,459191
2021-11-03,India,11903,34308140,311,459652
2021-11-04,India,12885,34321025,461,459873
2021-11-05,India,12729,34333754,221,460265
2021-11-06,India,10929,34344683,392,460791
2021-11-07,India,10853,34355536,526,461057
2021-11-08,India,11451,34366987,266,461389
2021-11-09,India,10126,34377113,332,461849
2021-11-10,India,11466,34388579,460,462189
2021-11-11,India,13091,34401670,340,462690
2021-11-12,India,12516,34414186,501,463245
2021-11-13,India,11850,34426036,555,463530
2021-11-14,India,11271,34437307,285,463655
